frame,landmark_index,x,y,z,visibility
3,28,0.0,0.0,0.0,0.0
3,29,0.0,0.0,0.0,0.0
3,30,0.0,0.0,0.0,0.0
3,31,0.0,0.0,0.0,0.0
3,32,0.0,0.0,0.0,0.0
4,0,0.0,0.0,0.0,0.0
4,1,0.0,0.0,0.0,0.0
4,2,0.0,0.0,0.0,0.0
4,3,0.0,0.0,0.0,0.0
4,4,0.0,0.0,0.0,0.0
4,5,0.0,0.0,0.0,0.0
4,6,0.0,0.0,0.0,0.0
4,7,0.0,0.0,0.0,0.0
4,8,0.0,0.0,0.0,0.0
4,9,0.0,0.0,0.0,0.0
4,10,0.0,0.0,0.0,0.0
4,11,0.0,0.0,0.0,0.0
4,12,0.0,0.0,0.0,0.0
4,13,0.0,0.0,0.0,0.0
4,14,0.0,0.0,0.0,0.0
4,15,0.0,0.0,0.0,0.0
4,16,0.0,0.0,0.0,0.0
4,17,0.0,0.0,0.0,0.0
4,18,0.0,0.0,0.0,0.0
4,19,0.0,0.0,0.0,0.0
4,20,0.0,0.0,0.0,0.0
4,21,0.0,0.0,0.0,0.0
4,22,0.0,0.0,0.0,0.0
4,23,0.0,0.0,0.0,0.0
4,24,0.0,0.0,0.0,0.0
4,25,0.0,0.0,0.0,0.0
4,26,0.0,0.0,0.0,0.0
4,27,0.0,0.0,0.0,0.0
4,28,0.0,0.0,0.0,0.0
4,29,0.0,0.0,0.0,0.0
4,30,0.0,0.0,0.0,0.0
4,31,0.0,0.0,0.0,0.0
4,32,0.0,0.0,0.0,0.0
5,0,0.0,0.0,0.0,0.0
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0
5,3,0.0,0.0,0.0,0.0
5,4,0.0,0.0,0.0,0.0
5,5,0.0,0.0,0.0,0.0
5,6,0.0,0.0,0.0,0.0
5,7,0.0,0.0,0.0,0.0
5,8,0.0,0.0,0.0,0.0
5,9,0.0,0.0,0.0,0.0
5,10,0.0,0.0,0.0,0.0
5,11,0.0,0.0,0.0,0.0
5,12,0.0,0.0,0.0,0.0
5,13,0.0,0.0,0.0,0.0
5,14,0.0,0.0,0.0,0.0
5,15,0.0,0.0,0.0,0.0
5,16,0.0,0.0,0.0,0.0
5,17,0.0,0.0,0.0,0.0
5,18,0.0,0.0,0.0,0.0
5,19,0.0,0.0,0.0,0.0
5,20,0.0,0.0,0.0,0.0
5,21,0.0,0.0,0.0,0.0
5,22,0.0,0.0,0.0,0.0
5,23,0.0,0.0,0.0,0.0
5,24,0.0,0.0,0.0,0.0
5,25,0.0,0.0,0.0,0.0
5,26,0.0,0.0,0.0,0.0
5,27,0.0,0.0,0.0,0.0
5,28,0.0,0.0,0.0,0.0
5,29,0.0,0.0,0.0,0.0
5,30,0.0,0.0,0.0,0.0
5,31,0.0,0.0,0.0,0.0
5,32,0.0,0.0,0.0,0.0
6,0,0.0,0.0,0.0,0.0
6,1,0.0,0.0,0.0,0.0
6,2,0.0,0.0,0.0,0.0
6,3,0.0,0.0,0.0,0.0
6,4,0.0,0.0,0.0,0.0
6,5,0.0,0.0,0.0,0.0
6,6,0.0,0.0,0.0,0.0
6,7,0.0,0.0,0.0,0.0
6,8,0.0,0.0,0.0,0.0
6,9,0.0,0.0,0.0,0.0
6,10,0.0,0.0,0.0,0.0
6,11,0.0,0.0,0.0,0.0
6,12,0.0,0.0,0.0,0.0
6,13,0.0,0.0,0.0,0.0
6,14,0.0,0.0,0.0,0.0
6,15,0.0,0.0,0.0,0.0
6,16,0.0,0.0,0.0,0.0
6,17,0.0,0.0,0.0,0.0
6,18,0.0,0.0,0.0,0.0
6,19,0.0,0.0,0.0,0.0
6,20,0.0,0.0,0.0,0.0
6,21,0.0,0.0,0.0,0.0
6,22,0.0,0.0,0.0,0.0
6,23,0.0,0.0,0.0,0.0
6,24,0.0,0.0,0.0,0.0
6,25,0.0,0.0,0.0,0.0
6,26,0.0,0.0,0.0,0.0
6,27,0.0,0.0,0.0,0.0
6,28,0.0,0.0,0.0,0.0
6,29,0.0,0.0,0.0,0.0
6,30,0.0,0.0,0.0,0.0
6,31,0.0,0.0,0.0,0.0
6,32,0.0,0.0,0.0,0.0
7,0,0.0,0.0,0.0,0.0
7,1,0.0,0.0,0.0,0.0
7,2,0.0,0.0,0.0,0.0
7,3,0.0,0.0,0.0,0.0
7,4,0.0,0.0,0.0,0.0
7,5,0.0,0.0,0.0,0.0
7,6,0.0,0.0,0.0,0.0
7,7,0.0,0.0,0.0,0.0
7,8,0.0,0.0,0.0,0.0
7,9,0.0,0.0,0.0,0.0
7,10,0.0,0.0,0.0,0.0
7,11,0.0,0.0,0.0,0.0
7,12,0.0,0.0,0.0,0.0
7,13,0.0,0.0,0.0,0.0
7,14,0.0,0.0,0.0,0.0
7,15,0.0,0.0,0.0,0.0
7,16,0.0,0.0,0.0,0.0
7,17,0.0,0.0,0.0,0.0
7,18,0.0,0.0,0.0,0.0
7,19,0.0,0.0,0.0,0.0
7,20,0.0,0.0,0.0,0.0
7,21,0.0,0.0,0.0,0.0
7,22,0.0,0.0,0.0,0.0
7,23,0.0,0.0,0.0,0.0
7,24,0.0,0.0,0.0,0.0
7,25,0.0,0.0,0.0,0.0
7,26,0.0,0.0,0.0,0.0
7,27,0.0,0.0,0.0,0.0
7,28,0.0,0.0,0.0,0.0
7,29,0.0,0.0,0.0,0.0
7,30,0.0,0.0,0.0,0.0
7,31,0.0,0.0,0.0,0.0
7,32,0.0,0.0,0.0,0.0
8,0,0.0,0.0,0.0,0.0
8,1,0.0,0.0,0.0,0.0
8,2,0.0,0.0,0.0,0.0
8,3,0.0,0.0,0.0,0.0
8,4,0.0,0.0,0.0,0.0
8,5,0.0,0.0,0.0,0.0
8,6,0.0,0.0,0.0,0.0
8,7,0.0,0.0,0.0,0.0
8,8,0.0,0.0,0.0,0.0
8,9,0.0,0.0,0.0,0.0
8,10,0.0,0.0,0.0,0.0
8,11,0.0,0.0,0.0,0.0
8,12,0.0,0.0,0.0,0.0
8,13,0.0,0.0,0.0,0.0
8,14,0.0,0.0,0.0,0.0
8,15,0.0,0.0,0.0,0.0
8,16,0.0,0.0,0.0,0.0
8,17,0.0,0.0,0.0,0.0
8,18,0.0,0.0,0.0,0.0
8,19,0.0,0.0,0.0,0.0
8,20,0.0,0.0,0.0,0.0
8,21,0.0,0.0,0.0,0.0
8,22,0.0,0.0,0.0,0.0
8,23,0.0,0.0,0.0,0.0
8,24,0.0,0.0,0.0,0.0
8,25,0.0,0.0,0.0,0.0
8,26,0.0,0.0,0.0,0.0
8,27,0.0,0.0,0.0,0.0
8,28,0.0,0.0,0.0,0.0
8,29,0.0,0.0,0.0,0.0
8,30,0.0,0.0,0.0,0.0
8,31,0.0,0.0,0.0,0.0
8,32,0.0,0.0,0.0,0.0
9,0,0.0,0.0,0.0,0.0
9,1,0.0,0.0,0.0,0.0
9,2,0.0,0.0,0.0,0.0
9,3,0.0,0.0,0.0,0.0
9,4,0.0,0.0,0.0,0.0
9,5,0.0,0.0,0.0,0.0
9,6,0.0,0.0,0.0,0.0
9,7,0.0,0.0,0.0,0.0
9,8,0.0,0.0,0.0,0.0
9,9,0.0,0.0,0.0,0.0
9,10,0.0,0.0,0.0,0.0
9,11,0.0,0.0,0.0,0.0
9,12,0.0,0.0,0.0,0.0
9,13,0.0,0.0,0.0,0.0
9,14,0.0,0.0,0.0,0.0
9,15,0.0,0.0,0.0,0.0
9,16,0.0,0.0,0.0,0.0
9,17,0.0,0.0,0.0,0.0
9,18,0.0,0.0,0.0,0.0
9,19,0.0,0.0,0.0,0.0
9,20,0.0,0.0,0.0,0.0
9,21,0.0,0.0,0.0,0.0
9,22,0.0,0.0,0.0,0.0
9,23,0.0,0.0,0.0,0.0
9,24,0.0,0.0,0.0,0.0
9,25,0.0,0.0,0.0,0.0
9,26,0.0,0.0,0.0,0.0
9,27,0.0,0.0,0.0,0.0
9,28,0.0,0.0,0.0,0.0
9,29,0.0,0.0,0.0,0.0
9,30,0.0,0.0,0.0,0.0
9,31,0.0,0.0,0.0,0.0
9,32,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
10,1,0.0,0.0,0.0,0.0
10,2,0.0,0.0,0.0,0.0
10,3,0.0,0.0,0.0,0.0
10,4,0.0,0.0,0.0,0.0
10,5,0.0,0.0,0.0,0.0
10,6,0.0,0.0,0.0,0.0
10,7,0.0,0.0,0.0,0.0
10,8,0.0,0.0,0.0,0.0
10,9,0.0,0.0,0.0,0.0
10,10,0.0,0.0,0.0,0.0
10,11,0.0,0.0,0.0,0.0
10,12,0.0,0.0,0.0,0.0
10,13,0.0,0.0,0.0,0.0
10,14,0.0,0.0,0.0,0.0
10,15,0.0,0.0,0.0,0.0
10,16,0.0,0.0,0.0,0.0
10,17,0.0,0.0,0.0,0.0
10,18,0.0,0.0,0.0,0.0
10,19,0.0,0.0,0.0,0.0
10,20,0.0,0.0,0.0,0.0
10,21,0.0,0.0,0.0,0.0
10,22,0.0,0.0,0.0,0.0
10,23,0.0,0.0,0.0,0.0
10,24,0.0,0.0,0.0,0.0
10,25,0.0,0.0,0.0,0.0
10,26,0.0,0.0,0.0,0.0
10,27,0.0,0.0,0.0,0.0
10,28,0.0,0.0,0.0,0.0
10,29,0.0,0.0,0.0,0.0
10,30,0.0,0.0,0.0,0.0
10,31,0.0,0.0,0.0,0.0
10,32,0.0,0.0,0.0,0.0
11,0,0.0,0.0,0.0,0.0
11,1,0.0,0.0,0.0,0.0
11,2,0.0,0.0,0.0,0.0
11,3,0.0,0.0,0.0,0.0
11,4,0.0,0.0,0.0,0.0
11,5,0.0,0.0,0.0,0.0
11,6,0.0,0.0,0.0,0.0
11,7,0.0,0.0,0.0,0.0
11,8,0.0,0.0,0.0,0.0
11,9,0.0,0.0,0.0,0.0
11,10,0.0,0.0,0.0,0.0
11,11,0.0,0.0,0.0,0.0
11,12,0.0,0.0,0.0,0.0
11,13,0.0,0.0,0.0,0.0
11,14,0.0,0.0,0.0,0.0
11,15,0.0,0.0,0.0,0.0
11,16,0.0,0.0,0.0,0.0
11,17,0.0,0.0,0.0,0.0
11,18,0.0,0.0,0.0,0.0
11,19,0.0,0.0,0.0,0.0
11,20,0.0,0.0,0.0,0.0
11,21,0.0,0.0,0.0,0.0
11,22,0.0,0.0,0.0,0.0
11,23,0.0,0.0,0.0,0.0
11,24,0.0,0.0,0.0,0.0
11,25,0.0,0.0,0.0,0.0
11,26,0.0,0.0,0.0,0.0
11,27,0.0,0.0,0.0,0.0
11,28,0.0,0.0,0.0,0.0
11,29,0.0,0.0,0.0,0.0
11,30,0.0,0.0,0.0,0.0
11,31,0.0,0.0,0.0,0.0
11,32,0.0,0.0,0.0,0.0
12,0,0.0,0.0,0.0,0.0
12,1,0.0,0.0,0.0,0.0
12,2,0.0,0.0,0.0,0.0
12,3,0.0,0.0,0.0,0.0
12,4,0.0,0.0,0.0,0.0
12,5,0.0,0.0,0.0,0.0
12,6,0.0,0.0,0.0,0.0
12,7,0.0,0.0,0.0,0.0
12,8,0.0,0.0,0.0,0.0
12,9,0.0,0.0,0.0,0.0
12,10,0.0,0.0,0.0,0.0
12,11,0.0,0.0,0.0,0.0
12,12,0.0,0.0,0.0,0.0
12,13,0.0,0.0,0.0,0.0
12,14,0.0,0.0,0.0,0.0
12,15,0.0,0.0,0.0,0.0
12,16,0.0,0.0,0.0,0.0
12,17,0.0,0.0,0.0,0.0
12,18,0.0,0.0,0.0,0.0
12,19,0.0,0.0,0.0,0.0
12,20,0.0,0.0,0.0,0.0
12,21,0.0,0.0,0.0,0.0
12,22,0.0,0.0,0.0,0.0
12,23,0.0,0.0,0.0,0.0
12,24,0.0,0.0,0.0,0.0
12,25,0.0,0.0,0.0,0.0
12,26,0.0,0.0,0.0,0.0
12,27,0.0,0.0,0.0,0.0
12,28,0.0,0.0,0.0,0.0
12,29,0.0,0.0,0.0,0.0
12,30,0.0,0.0,0.0,0.0
12,31,0.0,0.0,0.0,0.0
12,32,0.0,0.0,0.0,0.0
13,0,0.0,0.0,0.0,0.0
13,1,0.0,0.0,0.0,0.0
13,2,0.0,0.0,0.0,0.0
13,3,0.0,0.0,0.0,0.0
13,4,0.0,0.0,0.0,0.0
13,5,0.0,0.0,0.0,0.0
13,6,0.0,0.0,0.0,0.0
13,7,0.0,0.0,0.0,0.0
13,8,0.0,0.0,0.0,0.0
13,9,0.0,0.0,0.0,0.0
13,10,0.0,0.0,0.0,0.0
13,11,0.0,0.0,0.0,0.0
13,12,0.0,0.0,0.0,0.0
13,13,0.0,0.0,0.0,0.0
13,14,0.0,0.0,0.0,0.0
13,15,0.0,0.0,0.0,0.0
13,16,0.0,0.0,0.0,0.0
13,17,0.0,0.0,0.0,0.0
13,18,0.0,0.0,0.0,0.0
13,19,0.0,0.0,0.0,0.0
13,20,0.0,0.0,0.0,0.0
13,21,0.0,0.0,0.0,0.0
13,22,0.0,0.0,0.0,0.0
13,23,0.0,0.0,0.0,0.0
13,24,0.0,0.0,0.0,0.0
13,25,0.0,0.0,0.0,0.0
13,26,0.0,0.0,0.0,0.0
13,27,0.0,0.0,0.0,0.0
13,28,0.0,0.0,0.0,0.0
13,29,0.0,0.0,0.0,0.0
13,30,0.0,0.0,0.0,0.0
13,31,0.0,0.0,0.0,0.0
13,32,0.0,0.0,0.0,0.0
14,0,0.0,0.0,0.0,0.0
14,1,0.0,0.0,0.0,0.0
14,2,0.0,0.0,0.0,0.0
14,3,0.0,0.0,0.0,0.0
14,4,0.0,0.0,0.0,0.0
14,5,0.0,0.0,0.0,0.0
14,6,0.0,0.0,0.0,0.0
14,7,0.0,0.0,0.0,0.0
14,8,0.0,0.0,0.0,0.0
14,9,0.0,0.0,0.0,0.0
14,10,0.0,0.0,0.0,0.0
14,11,0.0,0.0,0.0,0.0
14,12,0.0,0.0,0.0,0.0
14,13,0.0,0.0,0.0,0.0
14,14,0.0,0.0,0.0,0.0
14,15,0.0,0.0,0.0,0.0
14,16,0.0,0.0,0.0,0.0
14,17,0.0,0.0,0.0,0.0
14,18,0.0,0.0,0.0,0.0
14,19,0.0,0.0,0.0,0.0
14,20,0.0,0.0,0.0,0.0
14,21,0.0,0.0,0.0,0.0
14,22,0.0,0.0,0.0,0.0
14,23,0.0,0.0,0.0,0.0
14,24,0.0,0.0,0.0,0.0
14,25,0.0,0.0,0.0,0.0
14,26,0.0,0.0,0.0,0.0
14,27,0.0,0.0,0.0,0.0
14,28,0.0,0.0,0.0,0.0
14,29,0.0,0.0,0.0,0.0
14,30,0.0,0.0,0.0,0.0
14,31,0.0,0.0,0.0,0.0
14,32,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
15,1,0.0,0.0,0.0,0.0
15,2,0.0,0.0,0.0,0.0
15,3,0.0,0.0,0.0,0.0
15,4,0.0,0.0,0.0,0.0
15,5,0.0,0.0,0.0,0.0
15,6,0.0,0.0,0.0,0.0
15,7,0.0,0.0,0.0,0.0
15,8,0.0,0.0,0.0,0.0
15,9,0.0,0.0,0.0,0.0
15,10,0.0,0.0,0.0,0.0
15,11,0.0,0.0,0.0,0.0
15,12,0.0,0.0,0.0,0.0
15,13,0.0,0.0,0.0,0.0
15,14,0.0,0.0,0.0,0.0
15,15,0.0,0.0,0.0,0.0
15,16,0.0,0.0,0.0,0.0
15,17,0.0,0.0,0.0,0.0
15,18,0.0,0.0,0.0,0.0
15,19,0.0,0.0,0.0,0.0
15,20,0.0,0.0,0.0,0.0
15,21,0.0,0.0,0.0,0.0
15,22,0.0,0.0,0.0,0.0
15,23,0.0,0.0,0.0,0.0
15,24,0.0,0.0,0.0,0.0
15,25,0.0,0.0,0.0,0.0
15,26,0.0,0.0,0.0,0.0
15,27,0.0,0.0,0.0,0.0
15,28,0.0,0.0,0.0,0.0
15,29,0.0,0.0,0.0,0.0
15,30,0.0,0.0,0.0,0.0
15,31,0.0,0.0,0.0,0.0
15,32,0.0,0.0,0.0,0.0
16,0,0.0,0.0,0.0,0.0
16,1,0.0,0.0,0.0,0.0
16,2,0.0,0.0,0.0,0.0
16,3,0.0,0.0,0.0,0.0
16,4,0.0,0.0,0.0,0.0
16,5,0.0,0.0,0.0,0.0
16,6,0.0,0.0,0.0,0.0
16,7,0.0,0.0,0.0,0.0
16,8,0.0,0.0,0.0,0.0
16,9,0.0,0.0,0.0,0.0
16,10,0.0,0.0,0.0,0.0
16,11,0.0,0.0,0.0,0.0
16,12,0.0,0.0,0.0,0.0
16,13,0.0,0.0,0.0,0.0
16,14,0.0,0.0,0.0,0.0
16,15,0.0,0.0,0.0,0.0
16,16,0.0,0.0,0.0,0.0
16,17,0.0,0.0,0.0,0.0
16,18,0.0,0.0,0.0,0.0
16,19,0.0,0.0,0.0,0.0
16,20,0.0,0.0,0.0,0.0
16,21,0.0,0.0,0.0,0.0
16,22,0.0,0.0,0.0,0.0
16,23,0.0,0.0,0.0,0.0
16,24,0.0,0.0,0.0,0.0
16,25,0.0,0.0,0.0,0.0
16,26,0.0,0.0,0.0,0.0
16,27,0.0,0.0,0.0,0.0
16,28,0.0,0.0,0.0,0.0
16,29,0.0,0.0,0.0,0.0
16,30,0.0,0.0,0.0,0.0
16,31,0.0,0.0,0.0,0.0
16,32,0.0,0.0,0.0,0.0
17,0,0.0,0.0,0.0,0.0
17,1,0.0,0.0,0.0,0.0
17,2,0.0,0.0,0.0,0.0
17,3,0.0,0.0,0.0,0.0
17,4,0.0,0.0,0.0,0.0
17,5,0.0,0.0,0.0,0.0
17,6,0.0,0.0,0.0,0.0
17,7,0.0,0.0,0.0,0.0
17,8,0.0,0.0,0.0,0.0
17,9,0.0,0.0,0.0,0.0
17,10,0.0,0.0,0.0,0.0
17,11,0.0,0.0,0.0,0.0
17,12,0.0,0.0,0.0,0.0
17,13,0.0,0.0,0.0,0.0
17,14,0.0,0.0,0.0,0.0
17,15,0.0,0.0,0.0,0.0
17,16,0.0,0.0,0.0,0.0
17,17,0.0,0.0,0.0,0.0
17,18,0.0,0.0,0.0,0.0
17,19,0.0,0.0,0.0,0.0
17,20,0.0,0.0,0.0,0.0
17,21,0.0,0.0,0.0,0.0
17,22,0.0,0.0,0.0,0.0
17,23,0.0,0.0,0.0,0.0
17,24,0.0,0.0,0.0,0.0
17,25,0.0,0.0,0.0,0.0
17,26,0.0,0.0,0.0,0.0
17,27,0.0,0.0,0.0,0.0
17,28,0.0,0.0,0.0,0.0
17,29,0.0,0.0,0.0,0.0
17,30,0.0,0.0,0.0,0.0
17,31,0.0,0.0,0.0,0.0
17,32,0.0,0.0,0.0,0.0
18,0,0.0,0.0,0.0,0.0
18,1,0.0,0.0,0.0,0.0
18,2,0.0,0.0,0.0,0.0
18,3,0.0,0.0,0.0,0.0
18,4,0.0,0.0,0.0,0.0
18,5,0.0,0.0,0.0,0.0
18,6,0.0,0.0,0.0,0.0
18,7,0.0,0.0,0.0,0.0
18,8,0.0,0.0,0.0,0.0
18,9,0.0,0.0,0.0,0.0
18,10,0.0,0.0,0.0,0.0
18,11,0.0,0.0,0.0,0.0
18,12,0.0,0.0,0.0,0.0
18,13,0.0,0.0,0.0,0.0
18,14,0.0,0.0,0.0,0.0
18,15,0.0,0.0,0.0,0.0
18,16,0.0,0.0,0.0,0.0
18,17,0.0,0.0,0.0,0.0
18,18,0.0,0.0,0.0,0.0
18,19,0.0,0.0,0.0,0.0
18,20,0.0,0.0,0.0,0.0
18,21,0.0,0.0,0.0,0.0
18,22,0.0,0.0,0.0,0.0
18,23,0.0,0.0,0.0,0.0
18,24,0.0,0.0,0.0,0.0
18,25,0.0,0.0,0.0,0.0
18,26,0.0,0.0,0.0,0.0
18,27,0.0,0.0,0.0,0.0
18,28,0.0,0.0,0.0,0.0
18,29,0.0,0.0,0.0,0.0
18,30,0.0,0.0,0.0,0.0
18,31,0.0,0.0,0.0,0.0
18,32,0.0,0.0,0.0,0.0
19,0,0.6444069743156433,-0.11575067043304443,1.5683577060699463,0.9996760487556458
19,1,0.616010844707489,-0.13805121183395386,1.4944521188735962,0.9997165203094482
19,2,0.5978171825408936,-0.134893000125885,1.494219183921814,0.9997236132621765
19,3,0.5796979665756226,-0.13190245628356934,1.4935317039489746,0.9997303485870361
19,4,0.6656432151794434,-0.140150249004364,1.5011690855026245,0.9996219277381897
19,5,0.6812846660614014,-0.13878215849399567,1.501362681388855,0.9995968341827393
19,6,0.6964713335037231,-0.1378638744354248,1.5009900331497192,0.9996110796928406
19,7,0.5521050691604614,-0.11072194576263428,1.0978792905807495,0.9997644424438477
19,8,0.7225159406661987,-0.11573535948991776,1.1191514730453491,0.9996695518493652
19,9,0.6222679018974304,-0.08631055802106857,1.4383753538131714,0.9996799230575562
19,10,0.6703777313232422,-0.08739888668060303,1.4438574314117432,0.9995941519737244
19,11,0.4049622416496277,0.03752416372299194,0.7712946534156799,0.9999377727508545
19,12,0.854301393032074,0.05375560745596886,0.7736755609512329,0.9998640418052673
19,13,0.36879539489746094,0.2431684136390686,0.9039087891578674,0.9369287490844727
19,14,0.930844783782959,0.27615347504615784,0.7508853673934937,0.9330108761787415
19,15,0.3465997576713562,0.44010478258132935,1.442690372467041,0.8004940152168274
19,16,0.9793254733085632,0.4574359059333801,1.1330416202545166,0.5619218349456787
19,17,0.33933380246162415,0.49649325013160706,1.5046879053115845,0.7250977754592896
19,18,0.987442672252655,0.48434460163116455,1.203697919845581,0.4831443727016449
19,19,0.36404240131378174,0.5020467042922974,1.5272243022918701,0.7141574621200562
19,20,0.9564230442047119,0.4883558452129364,1.2251025438308716,0.4622352719306946
19,21,0.38481372594833374,0.4867541193962097,1.464150071144104,0.652887225151062
19,22,0.936249852180481,0.480498343706131,1.152431607246399,0.4271612763404846
19,23,0.528146505355835,0.40544161200523376,0.01783047243952751,0.9996610283851624
19,24,0.7950513362884521,0.3953202962875366,-0.018759163096547127,0.9993870258331299
19,25,0.5849862098693848,0.7888360619544983,-0.1822560876607895,0.968842089176178
19,26,0.8625767230987549,0.7550897598266602,-0.10616602748632431,0.9512055516242981
19,27,0.6416282653808594,1.0845592021942139,-0.3188021183013916,0.935607373714447
19,28,0.971322238445282,1.0594687461853027,-0.3098469376564026,0.9013141989707947
19,29,0.6560762524604797,1.1442718505859375,-0.3573935627937317,0.9350061416625977
19,30,0.9780876040458679,1.1088542938232422,-0.33577683568000793,0.8914660811424255
19,31,0.6621790528297424,1.1342928409576416,-0.613476037979126,0.8304702639579773
19,32,1.0274953842163086,1.1188088655471802,-0.5928853154182434,0.7739934325218201
20,0,0.639651894569397,-0.08964447677135468,1.2491034269332886,0.999244213104248
20,1,0.615071177482605,-0.11487864702939987,1.1580313444137573,0.9993338584899902
