frame,landmark_index,x,y,z,visibility,movement
5,24,0.5071054697036743,0.6150361895561218,0.0413098484277725,0.9989890456199646,girar
5,25,0.4190132915973663,0.8939632773399353,-0.1102844104170799,0.7985935807228088,girar
5,26,0.4967377483844757,0.8752028942108154,0.0309742055833339,0.575818657875061,girar
6,0,0.4669696688652038,0.1181555688381195,0.1628398001194,0.9998021125793456,girar
6,11,0.3934303522109985,0.249581903219223,-0.0956656783819198,0.9999127388000488,girar
6,12,0.5310034155845642,0.2451542913913726,-0.0324285253882408,0.9998667240142822,girar
6,23,0.4247196912765503,0.619008481502533,-0.0421199314296245,0.99941748380661,girar
6,24,0.5061771273612976,0.6154274940490723,0.0416660457849502,0.99902081489563,girar
6,25,0.4171308279037475,0.8942216038703918,-0.1143698617815971,0.7941243052482605,girar
6,26,0.4959174692630768,0.8752592206001282,0.035652432590723,0.5527025461196899,girar
7,0,0.4669922590255737,0.1189090758562088,0.1711286902427673,0.9997984766960144,girar
7,11,0.392951488494873,0.2487757951021194,-0.0889952406287193,0.9999128580093384,girar
7,12,0.5311293601989746,0.2451598048210144,-0.0305892787873744,0.9998693466186525,girar
7,23,0.4231468439102173,0.6188327670097351,-0.0418513789772987,0.9994512796401978,girar
7,24,0.5048549175262451,0.6155903339385986,0.0414058193564415,0.999061405658722,girar
7,25,0.4148864150047302,0.8921475410461426,-0.120091512799263,0.7862445116043091,girar
7,26,0.4941047132015228,0.8748615980148315,0.0374356918036937,0.5325741767883301,girar
8,0,0.4666291177272796,0.1189851686358451,0.1596046984195709,0.9997413158416748,girar
8,11,0.3922375440597534,0.2474540770053863,-0.0968409553170204,0.9999018311500548,girar
8,12,0.5312654972076416,0.2451895475387573,-0.0396329425275325,0.9998621940612792,girar
8,23,0.4212124943733215,0.6190573573112488,-0.038674209266901,0.9994431734085084,girar
8,24,0.5035734176635742,0.6164383292198181,0.0383287295699119,0.9990224838256836,girar
8,25,0.412921279668808,0.8974593877792358,-0.1107921674847602,0.788306474685669,girar
8,26,0.4942770004272461,0.8779282569885254,0.0221349019557237,0.5219120979309082,girar
9,0,0.466289222240448,0.1189218983054161,0.232632115483284,0.9997395873069764,girar
9,11,0.3914372622966766,0.2463100552558899,-0.0283046774566173,0.999898374080658,girar
9,12,0.5312545299530029,0.2452133744955063,0.0350275784730911,0.9998631477355956,girar
9,23,0.4193325042724609,0.6190341711044312,-0.0387305803596973,0.9994601011276244,girar
9,24,0.5023543238639832,0.6167619824409485,0.0383654721081256,0.9990341663360596,girar
9,25,0.4101044535636902,0.8961797952651978,-0.1374526917934417,0.7921537160873413,girar
9,26,0.4939671158790588,0.8803717494010925,0.0217040181159973,0.5194582939147949,girar
10,0,0.4660528898239136,0.1187522634863853,0.2762201130390167,0.999751091003418,girar
10,11,0.3902868032455444,0.2454611659049987,0.0168051365762949,0.9998971819877625,girar
10,12,0.5308355093002319,0.2453163117170334,0.074916698038578,0.9998669028282166,girar
10,23,0.4181561768054962,0.6189526915550232,-0.0386266782879829,0.9994754195213318,girar
10,24,0.5016257762908936,0.6166101098060608,0.0382686294615268,0.999055027961731,girar
10,25,0.4072991609573364,0.8973870873451233,-0.1448643207550048,0.7994019389152527,girar
10,26,0.4931716024875641,0.8856202363967896,0.0022361176088452,0.5248422026634216,girar
11,0,0.4653124511241913,0.1188063323497772,0.2910591065883636,0.9997702836990356,girar
11,11,0.3889419436454773,0.2444577515125274,0.0213332884013652,0.999902367591858,girar
11,12,0.5304739475250244,0.2456160634756088,0.0761374682188034,0.9998742938041688,girar
11,23,0.4168862998485565,0.6188504695892334,-0.038847766816616,0.9995145797729492,girar
11,24,0.500114381313324,0.6164388656616211,0.0384531468152999,0.999116599559784,girar
11,25,0.4055829644203186,0.8965706825256348,-0.162640705704689,0.794471263885498,girar
11,26,0.4902651906013489,0.8845054507255554,0.0165934804826974,0.5153229236602783,girar
12,0,0.4645038545131683,0.1188533082604408,0.2829316258430481,0.9997795820236206,girar
12,11,0.3876509666442871,0.2437536120414734,0.0128068989142775,0.9999050498008728,girar
12,12,0.5299509167671204,0.2463174015283584,0.0686260983347892,0.9998780488967896,girar
12,23,0.4153534770011902,0.6198399662971497,-0.0380878783762455,0.999538779258728,girar
12,24,0.4978131055831909,0.6186732649803162,0.0376905649900436,0.9991560578346252,girar
12,25,0.4032564461231231,0.8997981548309326,-0.1441475450992584,0.7973631024360657,girar
12,26,0.500805675983429,0.9011611938476562,0.0199096854776144,0.5207807421684265,girar
13,0,0.4640437662601471,0.1189330071210861,0.2539511024951935,0.999775767326355,girar
13,11,0.3866680562496185,0.2436381578445434,2.2001760953571647e-05,0.9999046921730042,girar
13,12,0.5293421745300293,0.2474637031555175,0.063260979950428,0.9998775124549866,girar
13,23,0.4141554534435272,0.6218823790550232,-0.0347819365561008,0.999541997909546,girar
13,24,0.4959726631641388,0.6228156685829163,0.0344332307577133,0.9991695880889891,girar
13,25,0.4025915861129761,0.9111454486846924,-0.1013858765363693,0.8033589124679565,girar
13,26,0.5039135217666626,0.918756365776062,0.0134792393073439,0.5300594568252563,girar
14,0,0.4640738368034363,0.1190628632903099,0.2081048190593719,0.9997746348381042,girar
14,11,0.3855272531509399,0.2429712861776352,-0.0517982468008995,0.9999059438705444,girar
14,12,0.5286624431610107,0.2480766624212265,-0.0111836437135934,0.9998793601989746,girar
14,23,0.4126641154289245,0.6224282383918762,-0.0313479267060756,0.999555230140686,girar
14,24,0.4944379031658172,0.6232658624649048,0.0309213679283857,0.9992023706436156,girar
14,25,0.4023868441581726,0.9117488861083984,-0.0982019454240799,0.7991986870765686,girar
14,26,0.5051732063293457,0.9228150248527528,0.0165543258190155,0.5267149209976196,girar
15,0,0.46443971991539,0.1196533590555191,0.1827628165483474,0.9997600317001344,girar
15,11,0.3847431242465973,0.2425521910190582,-0.0727292671799659,0.9999035596847534,girar
15,12,0.528074324131012,0.2481798827648162,-0.0225370693951845,0.9998767375946044,girar
15,23,0.4116714298725128,0.624802827835083,-0.0317720137536525,0.999529242515564,girar
15,24,0.4934808313846588,0.6248151659965515,0.0313031263649463,0.9991632699966432,girar
15,25,0.4033702313899994,0.9297348260879515,-0.1036892011761665,0.8056309223175049,girar
15,26,0.5071420669555664,0.9300172328948976,0.0038314124103635,0.5298276543617249,girar
16,0,0.4653902947902679,0.1204979047179222,0.1461852192878723,0.9997279644012452,girar
16,11,0.3838768899440765,0.2421734631061554,-0.0977188199758529,0.9998911023139954,girar
16,12,0.5276415944099426,0.2482039779424667,-0.0568688735365867,0.9998686909675598,girar
16,23,0.4106287360191345,0.6249002814292908,-0.0282020326703786,0.9994101524353028,girar
16,24,0.492896020412445,0.624848484992981,0.0278680864721536,0.9990301132202148,girar
16,25,0.403483510017395,0.9345953464508056,-0.0934812277555465,0.8117362260818481,girar
16,26,0.5082218050956726,0.9325863718986512,-0.0280334148555994,0.5318037271499634,girar
17,0,0.4656627774238586,0.1212270259857177,0.1585057228803634,0.999737024307251,girar
17,11,0.3837043642997741,0.2407957017421722,-0.0800706893205642,0.999891757965088,girar
17,12,0.5272706747055054,0.2481769472360611,-0.0373313277959823,0.9998711943626404,girar
17,23,0.4099764227867126,0.6248143315315247,-0.0284458212554454,0.9994128346443176,girar
17,24,0.4923122823238373,0.6246569752693176,0.0280749797821044,0.9990585446357728,girar
17,25,0.4052023291587829,0.9377156496047974,-0.090389959514141,0.812360942363739,girar
17,26,0.5086395144462585,0.9308023452758788,-0.0160728767514228,0.5311911702156067,girar
18,0,0.4659035503864288,0.1218431368470192,0.1195609271526336,0.9996941685676576,girar
18,11,0.3837552666664123,0.2378629893064499,-0.1250390261411667,0.9998817443847656,girar
18,12,0.5270218253135681,0.2481306791305542,-0.0786181837320327,0.9998602867126464,girar
18,23,0.4097355604171753,0.6239892840385437,-0.0274665374308824,0.9992629885673524,girar
18,24,0.491960346698761,0.6242182850837708,0.0271417777985334,0.9988687038421632,girar
18,25,0.4059390127658844,0.935208797454834,-0.0922004505991935,0.8154672980308533,girar
18,26,0.5092813968658447,0.9320370554924012,-0.0346137434244155,0.5293576121330261,girar
19,0,0.4662154912948608,0.1218707039952278,0.1403699964284896,0.9996480345726012,girar
19,11,0.3832844495773315,0.236690416932106,-0.1195991411805152,0.9998692870140076,girar
19,12,0.5267389416694641,0.2480983585119247,-0.0656186342239379,0.999847948551178,girar
19,23,0.4094833433628082,0.6238775849342346,-0.0279824994504451,0.9990018606185912,girar
19,24,0.4919299781322479,0.624125599861145,0.0276527944952249,0.9985106587409972,girar
19,25,0.4061982035636902,0.9390569925308228,-0.0870378986001014,0.8211398720741272,girar
19,26,0.509760856628418,0.9385632872581482,-0.01549878064543,0.5254113078117371,girar
20,0,0.466218888759613,0.1216705068945884,0.0881846919655799,0.9995962977409364,girar
20,11,0.3829370439052582,0.2354415506124496,-0.1578681766986847,0.9998523592948914,girar
20,12,0.5266063213348389,0.2481053620576858,-0.105685107409954,0.999840259552002,girar
20,23,0.4096224904060364,0.6238394975662231,-0.0280566215515136,0.998828649520874,girar
20,24,0.4921111762523651,0.6239528059959412,0.0277053900063037,0.9983502626419068,girar
20,25,0.4064315259456634,0.9365482926368712,-0.078729048371315,0.8199472427368164,girar
20,26,0.5095745921134949,0.9354252815246582,-0.0203371923416852,0.515764594078064,girar
21,0,0.4662294089794159,0.121104672551155,0.110777661204338,0.9995518922805786,girar
21,11,0.3828945159912109,0.2354927062988281,-0.1270857453346252,0.999841570854187,girar
21,12,0.526567280292511,0.2483273893594741,-0.0761484205722808,0.9998251795768738,girar
21,23,0.4097680449485779,0.6237659454345703,-0.0283874347805976,0.9986103773117064,girar
21,24,0.4921547770500183,0.623878538608551,0.0280958916991949,0.9980204105377196,girar
21,25,0.4068306684494018,0.9380882382392884,-0.0698229596018791,0.8257108926773071,girar
21,26,0.509955644607544,0.9387899041175842,0.003903288161382,0.5177313685417175,girar
22,0,0.4668986201286316,0.1210178807377815,0.0935246646404266,0.9994361400604248,girar
22,11,0.3829558491706848,0.2354850322008133,-0.1534727960824966,0.999816358089447,girar
22,12,0.5269001126289368,0.2484051138162613,-0.099545918405056,0.9998011589050292,girar
22,23,0.4100132882595062,0.6237141489982605,-0.0282818991690874,0.9982731938362122,girar
22,24,0.4928302764892578,0.6237916350364685,0.0280293058604002,0.9974661469459534,girar
22,25,0.4073549807071686,0.9365069270133972,-0.0579512678086757,0.8254817128181458,girar
22,26,0.5109658241271973,0.9368093609809875,0.0178980454802513,0.5107793211936951,girar
23,0,0.4679692983627319,0.1207604184746742,0.1056946888566017,0.9993028044700624,girar
23,11,0.383282870054245,0.2352623492479324,-0.1472837775945663,0.9997894167900084,girar
23,12,0.5280798673629761,0.2491578906774521,-0.091488316655159,0.9997753500938416,girar
23,23,0.4108636677265167,0.6247118711471558,-0.028167899698019,0.9979166984558104,girar
23,24,0.4937953948974609,0.6250941753387451,0.0279364865273237,0.9968923330307008,girar
23,25,0.4085544645786285,0.9364584684371948,-0.0479482673108577,0.82679283618927,girar
23,26,0.5113969445228577,0.9390597343444824,0.0385900475084781,0.5072326064109802,girar
24,0,0.4703811705112457,0.1198514327406883,0.1029668822884559,0.9991816878318788,girar
24,11,0.383979320526123,0.2342429757118225,-0.1553644239902496,0.9997612237930298,girar
24,12,0.528942883014679,0.2491601705551147,-0.0930754691362381,0.9997485280036926,girar
24,23,0.4122695624828338,0.6252376437187195,-0.0305935144424438,0.9975927472114564,girar
24,24,0.495279461145401,0.6256008148193359,0.0303990505635738,0.9963942170143129,girar
24,25,0.4093044996261596,0.938844621181488,-0.0505430549383163,0.8303666710853577,girar
24,26,0.512093722820282,0.938521444797516,0.043122824281454,0.5077118873596191,girar
25,0,0.4716754555702209,0.1196060478687286,0.1042879372835159,0.9990792870521544,girar
25,11,0.3857960104942322,0.2337193191051483,-0.1592382341623306,0.9997434616088868,girar
25,12,0.5292527079582214,0.2488625347614288,-0.0891461446881294,0.9997186660766602,girar
25,23,0.4138127863407135,0.6251267790794373,-0.0325548090040683,0.997352123260498,girar
25,24,0.4970492422580719,0.6255714893341064,0.0323369838297367,0.996029496192932,girar
25,25,0.4111821055412292,0.932524025440216,-0.0337429754436016,0.8327038288116455,girar
25,26,0.5123128294944763,0.9376859068870544,0.0535188429057598,0.5044484734535217,girar
26,0,0.474195122718811,0.119974136352539,0.0840296372771263,0.9988368153572084,girar
26,11,0.387926310300827,0.2331010103225708,-0.1664538830518722,0.9997214674949646,girar
26,12,0.5307658314704895,0.2484155148267746,-0.1128522828221321,0.999670386314392,girar
26,23,0.4161611795425415,0.6246283650398254,-0.0259777978062629,0.9970408082008362,girar
26,24,0.497618705034256,0.6255062818527222,0.0256965439766645,0.9955933690071106,girar
26,25,0.4133900105953216,0.9274017810821532,0.0015816189115867,0.8283621072769165,girar
27,0,0.4762207269668579,0.1214743182063102,0.0891420394182205,0.9985500574111938,girar
27,11,0.390445351600647,0.231702372431755,-0.1563151329755783,0.999705731868744,girar
27,12,0.5315845012664795,0.2462673336267471,-0.0995081141591072,0.9996370673179626,girar
27,23,0.4188974797725677,0.622779905796051,-0.0246937368065118,0.9967015385627748,girar
27,24,0.4991978704929352,0.6242415904998779,0.0243606660515069,0.995162069797516,girar
27,25,0.4159823060035705,0.9248046278953552,-0.0166041944175958,0.8254938125610352,girar
28,0,0.476833164691925,0.1217850595712661,0.0860945433378219,0.9979599118232728,girar
28,11,0.3940094411373138,0.2307493835687637,-0.1683691442012787,0.9996801614761353,girar
28,12,0.5348416566848755,0.245564803481102,-0.106233425438404,0.999587059020996,girar
28,23,0.4226092398166656,0.6227733492851257,-0.0249939747154712,0.9963957667350768,girar
28,24,0.5017738938331604,0.6242386698722839,0.0246547982096672,0.9945389032363892,girar
28,25,0.4182696044445038,0.928217589855194,-0.0179236810654401,0.8206520676612854,girar
29,0,0.4764958024024963,0.1231734082102775,0.0393773913383483,0.9973520040512084,girar
29,11,0.3951933681964874,0.230381354689598,-0.2060685604810714,0.9996482729911804,girar
29,12,0.5371134281158447,0.2449960559606552,-0.1323694884777069,0.9995501041412354,girar
29,23,0.4250390827655792,0.6226799488067627,-0.0257613323628902,0.9960249662399292,girar
29,24,0.5050669312477112,0.6242198944091797,0.0254048164933919,0.9939022064208984,girar
29,25,0.4199300110340118,0.928626537322998,-0.0135352918878197,0.8148112893104553,girar
30,0,0.4759108126163482,0.1239385232329368,0.0658367425203323,0.996791660785675,girar
30,11,0.3983695209026336,0.2295357435941696,-0.189908355474472,0.9996100068092346,girar
30,12,0.5402019619941711,0.2447437494993209,-0.1170387044548988,0.9995102882385254,girar
30,23,0.4295647442340851,0.621734082698822,-0.0282764416188001,0.9955961108207704,girar
30,24,0.510286271572113,0.6240442991256714,0.027923859655857,0.9931941032409668,girar
30,25,0.4210637509822845,0.9261393547058104,-0.0182588100433349,0.8124681115150452,girar
31,0,0.4748549461364746,0.124427318572998,0.0589195862412452,0.9964154362678528,girar
31,11,0.4019905924797058,0.2277206182479858,-0.2049284875392913,0.9996023774147034,girar
31,12,0.5438887476921082,0.2447263151407241,-0.1162697225809097,0.9994863271713256,girar
31,23,0.4326019585132599,0.620365560054779,-0.0320860631763935,0.995367169380188,girar
31,24,0.5132704973220825,0.6229788661003113,0.031764268875122,0.9926798343658448,girar
31,25,0.422133058309555,0.9240108728408812,-0.0200703311711549,0.8117396235466003,girar
32,0,0.4728661477565765,0.1266383677721023,0.0635650679469108,0.9959072470664978,girar
32,11,0.4062157869338989,0.2277807146310806,-0.2119329571723938,0.9995983242988586,girar
32,12,0.5483848452568054,0.2447307109832763,-0.1121734529733657,0.9994634985923768,girar
32,23,0.4370009303092956,0.6184133291244507,-0.0379474237561225,0.9951875805854796,girar
32,24,0.5198044776916504,0.6209278702735901,0.0376931056380271,0.9921799302101136,girar
32,25,0.4253499209880829,0.9201372861862184,-0.0227401666343212,0.8086858987808228,girar
33,0,0.4682805240154266,0.1284186393022537,0.0698599740862846,0.994725227355957,girar
33,11,0.4115816354751587,0.2266160398721695,-0.215517520904541,0.999585509300232,girar
33,12,0.5517680644989014,0.2447351813316345,-0.1020923405885696,0.9994310736656188,girar
33,23,0.4413686394691467,0.6182171106338501,-0.0434641875326633,0.9949981570243835,girar
33,24,0.523666262626648,0.6209453344345093,0.0432394742965698,0.9914920330047609,girar
33,25,0.4280949831008911,0.9202359914779664,-0.0343387834727764,0.8018203377723694,girar
34,0,0.4681461751461029,0.1308589428663253,0.0705348923802375,0.9945430755615234,girar
34,11,0.4173547923564911,0.2235960960388183,-0.210197627544403,0.9995962381362916,girar
34,12,0.5548022985458374,0.2449275255203247,-0.0715343654155731,0.9994333386421204,girar
34,23,0.4438056349754333,0.6121735572814941,-0.0508326441049575,0.9949977993965148,girar
34,24,0.5263949036598206,0.6158238053321838,0.0506693013012409,0.9913082718849182,girar
34,25,0.4291140735149383,0.9144455790519714,-0.0693033710122108,0.7960507273674011,girar
35,0,0.4677550494670868,0.1334530264139175,0.1427843570709228,0.9944547414779664,girar
35,11,0.4253096282482147,0.2203967720270156,-0.1714861690998077,0.9996188282966614,girar
35,12,0.5595270991325378,0.2472024708986282,-0.0136326272040605,0.999441921710968,girar
35,23,0.4470257461071014,0.6068921685218811,-0.0502642504870891,0.9951074719429016,girar
35,24,0.5317038893699646,0.6127156615257263,0.0500712506473064,0.9911628365516664,girar
35,25,0.431402176618576,0.909898579120636,-0.0625539943575859,0.785574197769165,girar
36,0,0.4622539579868316,0.1391401141881942,0.1562543958425521,0.994680404663086,girar
36,11,0.4310043752193451,0.216750293970108,-0.1648261398077011,0.9996461868286132,girar
36,12,0.5622594356536865,0.2478062957525253,0.0406136624515056,0.9994760155677797,girar
36,23,0.4506280124187469,0.6017934083938599,-0.0580027103424072,0.995152235031128,girar
36,24,0.5342957377433777,0.6092941761016846,0.0577868930995464,0.991202712059021,girar
36,25,0.432399570941925,0.9072349667549132,-0.0596442446112632,0.7778555750846863,girar
37,0,0.4610213339328766,0.1412822604179382,0.195458173751831,0.9947471022605896,girar
37,11,0.4364787340164184,0.2130392789840698,-0.1285873353481292,0.9996694922447203,girar
37,12,0.5639333724975586,0.2482116073369979,0.0698863714933395,0.9995039105415344,girar
37,23,0.453903317451477,0.5960873365402222,-0.0549298860132694,0.9952149987220764,girar
37,24,0.5379575490951538,0.6062381863594055,0.0546982362866401,0.9913178086280824,girar
37,25,0.434700608253479,0.904858410358429,-0.0576005354523658,0.7650138735771179,girar
38,0,0.4609788060188293,0.1412985175848007,0.2123976796865463,0.9948329329490662,girar
38,11,0.4406021535396576,0.209238201379776,-0.1198966428637504,0.9996880888938904,girar
38,12,0.5666508078575134,0.2490702271461486,0.0979824960231781,0.9995206594467164,girar
38,23,0.4578124284744262,0.5924964547157288,-0.0561396405100822,0.995202362537384,girar
38,24,0.5409983992576599,0.6041065454483032,0.0558833964169025,0.9913065433502196,girar
38,25,0.4393892884254455,0.8966169357299805,-0.0756010040640831,0.7519933581352234,girar
39,0,0.4613198637962341,0.1408878117799759,0.220479667186737,0.9948812127113342,girar
39,11,0.4450025558471679,0.2057609856128692,-0.1191411688923835,0.9996981620788574,girar
39,12,0.5673841238021851,0.2513507902622223,0.1213584169745445,0.9995214343070984,girar
39,23,0.4609638154506683,0.5912114381790161,-0.064712293446064,0.9949904680252076,girar
39,24,0.5422416925430298,0.6047524213790894,0.0644766613841056,0.9909920692443848,girar
39,25,0.4453888535499573,0.8958972096443176,-0.0759216248989105,0.7371127605438232,girar
40,0,0.4612782597541809,0.1404976993799209,0.2720098197460174,0.9951571226119996,girar
40,11,0.4505615532398224,0.2033122032880783,-0.0563163943588733,0.999702513217926,girar
40,12,0.5656535625457764,0.2515531778335571,0.1842009425163269,0.999505877494812,girar
40,23,0.4629193842411041,0.5877235531806946,-0.062096569687128,0.9951246976852416,girar
40,24,0.5424733757972717,0.6020429730415344,0.0618652030825614,0.9913055300712584,girar
40,25,0.4435380399227142,0.8882242441177368,-0.0886800214648246,0.7348940372467041,girar
41,0,0.4614194333553314,0.1410239338874817,0.3472042083740234,0.9955072402954102,girar
41,11,0.4502851068973541,0.2025530487298965,-0.0106295198202133,0.9997202157974244,girar
41,12,0.5649202466011047,0.2516922354698181,0.2451976090669632,0.999454379081726,girar
41,23,0.4625524878501892,0.5887932777404785,-0.0605622641742229,0.9953399300575256,girar
41,24,0.5422765016555786,0.6025876998901367,0.0603533200919628,0.9916815757751464,girar
41,25,0.4419206976890564,0.8902506232261658,-0.0855031833052635,0.7412392497062683,girar
42,0,0.4622603356838226,0.1409174054861068,0.3614571988582611,0.995903253555298,girar
42,11,0.4497376680374145,0.2019423842430114,0.007325158920139,0.9997394680976868,girar
42,12,0.5642175674438477,0.2504903674125671,0.2870531678199768,0.9994301795959472,girar
42,23,0.4640020728111267,0.5877224802970886,-0.0666765421628952,0.9956502318382264,girar
42,24,0.5416696071624756,0.6006668210029602,0.0665614232420921,0.9922572374343872,girar
42,25,0.4402681291103363,0.889829158782959,-0.0829995051026344,0.7518412470817566,girar
43,0,0.4623618423938751,0.1396598517894745,0.3583326637744903,0.9962589144706726,girar
43,11,0.4502923190593719,0.2000190764665603,-0.0007092266459949,0.9997589588165284,girar
43,12,0.5639734268188477,0.2503517568111419,0.2719787061214447,0.9994340538978576,girar
43,23,0.4639902412891388,0.5885317921638489,-0.0660212934017181,0.9959081411361694,girar
43,24,0.5415061116218567,0.6010205149650574,0.0658734291791915,0.9927039742469788,girar
43,25,0.4395503401756286,0.8909727931022644,-0.0805352702736854,0.7634258270263672,girar
44,0,0.462442010641098,0.1380538642406463,0.3576211333274841,0.9965533018112184,girar
44,11,0.4538599252700805,0.1949960887432098,-0.002510956255719,0.9997765421867372,girar
44,12,0.5627700090408325,0.2497936636209488,0.293552041053772,0.9994486570358276,girar
44,23,0.4640078842639923,0.5875269770622253,-0.0717027559876442,0.9962226152420044,girar
44,24,0.5411533713340759,0.6006463766098022,0.0714467540383338,0.9932392239570618,girar
44,25,0.4394802451133728,0.8911995887756348,-0.0915835723280906,0.7734746932983398,girar
45,0,0.4625092446804046,0.136566087603569,0.3491509258747101,0.9968538880348206,girar
45,11,0.4541825354099273,0.1905822455883026,-0.0092039760202169,0.99979567527771,girar
45,12,0.5592206120491028,0.2482634931802749,0.2957495450973511,0.999476432800293,girar
45,23,0.4639541506767273,0.5873286724090576,-0.0734253600239753,0.9964464902877808,girar
45,24,0.5407828092575073,0.6007469296455383,0.073210671544075,0.9935871958732604,girar
45,25,0.4380626082420349,0.9009552001953124,-0.1176405176520347,0.7838489413261414,girar
46,0,0.4603131413459778,0.1315232515335083,0.3203706741333008,0.997128427028656,girar
46,11,0.4553441703319549,0.1820363849401474,-0.0289235282689332,0.999810755252838,girar
46,12,0.5512646436691284,0.2402143478393554,0.2961659133434295,0.9995031952857972,girar
46,23,0.4645965993404388,0.5853670835494995,-0.0778601393103599,0.9966100454330444,girar
46,24,0.5392405390739441,0.5998004674911499,0.0776264145970344,0.9939775466918944,girar
46,25,0.4376719892024994,0.8996227979660034,-0.1109537780284881,0.7889492511749268,girar
47,0,0.4566880464553833,0.1259913295507431,0.2855249941349029,0.9973220229148864,girar
47,11,0.454033225774765,0.1775367259979248,-0.0507479906082153,0.9998198747634888,girar
47,12,0.5474529266357422,0.2349088042974472,0.2534373700618744,0.9995185732841492,girar
47,23,0.4641207158565521,0.5851870775222778,-0.0753498449921608,0.996691882610321,girar
47,24,0.5376613736152649,0.5992935299873352,0.075126402080059,0.994202733039856,girar
47,25,0.4373635351657867,0.8996181488037109,-0.1029818356037139,0.7873522043228149,girar
48,0,0.4525928497314453,0.1213441342115402,0.2485750168561935,0.9975498914718628,girar
48,11,0.4530572593212127,0.1738061904907226,-0.0681771263480186,0.9998300075531006,girar
48,12,0.5423364043235779,0.2296400219202041,0.239431232213974,0.9995450377464294,girar
48,23,0.4637671709060669,0.5842781066894531,-0.0772547796368599,0.9968560338020324,girar
48,24,0.5354536771774292,0.5979974865913391,0.0769194886088371,0.9945579171180724,girar
48,25,0.4361771643161773,0.8988921642303467,-0.1066177263855934,0.786645233631134,girar
49,0,0.4487220346927643,0.1156543791294097,0.2518070042133331,0.9977723956108092,girar
49,11,0.452482670545578,0.1671278625726699,-0.0674142688512802,0.9998412728309632,girar
49,12,0.5376031994819641,0.2240565568208694,0.2605966925621032,0.9995760321617126,girar
49,23,0.4635049402713775,0.5817499756813049,-0.0852442309260368,0.9970311522483826,girar
49,24,0.5331432819366455,0.5953763127326965,0.0848525837063789,0.9949270486831664,girar
49,25,0.4358198940753937,0.8988304138183594,-0.1204075589776039,0.7888618111610413,girar
50,0,0.4427290558815002,0.1132109314203262,0.2462591975927353,0.9979609847068788,girar
50,11,0.4521377384662628,0.1629744470119476,-0.0669260248541832,0.9998515844345092,girar
50,12,0.5334643125534058,0.2222142666578292,0.2649881541728973,0.9995999932289124,girar
50,23,0.4629802703857422,0.5820469856262207,-0.0889746695756912,0.9971494078636168,girar
50,24,0.5286943912506104,0.5944066643714905,0.0886320248246193,0.9951236844062804,girar
